acc,top_1,top_2,top_3,top_4,cover_80,top-p,time_top_1,time_top_2,time_top_3,time_top_4,time_cover_80,time_top-p
0.5830000042915344,5.101356506347656,4.645870685577393,4.473652362823486,4.418263912200928,4.998232841491699,5.094150933526456,0.6259961731433868,2.0044028170108796,3.0660123236179353,3.9190215475559236,0.7569641478061676,0.6278450996875763
0.5839999914169312,5.10892391204834,4.61415958404541,4.460093021392822,4.419828414916992,4.97981595993042,5.1023804967328905,0.6297824740409851,2.086672580242157,3.091187036037445,3.920807158946991,0.7610665917396545,0.6328516654968261
0.5830000042915344,5.103343963623047,4.630823612213135,4.467052936553955,4.418269634246826,4.960836410522461,5.076066203474999,0.61379523062706,1.8799020745754242,3.0484901168346403,3.9232552745342253,0.7388388016223908,0.6220452466011048
0.5879999995231628,5.121625900268555,4.606554985046387,4.4534711837768555,4.419870376586914,4.978376388549805,5.120242103045806,0.6679711883068085,2.112374896287918,3.07577716755867,3.930473441362381,0.7826625053882599,0.668751770734787
0.5830000042915344,5.124650478363037,4.618955612182617,4.464183807373047,4.4148759841918945,4.921998500823975,5.116050442881882,0.5833537230491638,1.7655793676376343,3.012192035675049,3.9171810398101807,0.6953903088569641,0.5903822960853576
0.5820000171661377,5.115436553955078,4.657950401306152,4.471170425415039,4.4194746017456055,4.939667224884033,5.092420124998316,0.6139077095985412,1.7789542226791382,3.005236342430115,3.9313101320266726,0.7375999836921692,0.6181855032444
0.5950000286102295,5.088572025299072,4.583493709564209,4.459190845489502,4.418924331665039,4.9029765129089355,5.075295307984575,0.6565264728069305,1.85146888756752,3.0935991671085357,3.9332877066135405,0.7733212378025055,0.6592885205745697
0.6060000061988831,5.038461208343506,4.581416130065918,4.449878215789795,4.4121809005737305,4.896336078643799,5.0380665207281705,0.6155920927524566,1.9941854779720307,3.081761509656906,3.9227303569316865,0.7492458527088165,0.6170553727149963
0.5899999737739563,5.067698955535889,4.654035568237305,4.484322547912598,4.422974109649658,4.93197774887085,5.059522707892582,0.6045694403648376,1.8698914699554443,3.0276367120742798,3.9359166078567505,0.741100197315216,0.6070892384052277
0.5759999752044678,5.123800277709961,4.622816562652588,4.478967189788818,4.419722080230713,4.943831443786621,5.11843832542561,0.6373349776268006,2.081814860343933,3.029752110481262,3.935642336845398,0.7721094241142273,0.6381097006797791
0.6060000061988831,5.038206577301025,4.633570671081543,4.461929798126221,4.419774532318115,4.894418716430664,5.031658028645441,0.634352263212204,2.033634361028671,3.061914142370224,3.939050849676132,0.7743011081218719,0.6352962598800659
0.6019999980926514,5.02994441986084,4.623511791229248,4.4613447189331055,4.413273811340332,4.882941722869873,5.029944382322952,0.6340639619827271,2.019370141506195,3.060266080379486,3.930884900569916,0.7645337610244751,0.634063903093338
0.5960000157356262,5.066446304321289,4.625247955322266,4.476625442504883,4.420144557952881,4.904465198516846,5.066446240110323,0.6204411909580231,1.8371369168758391,3.026387624502182,3.936975412130356,0.7590173408985138,0.6204410960674286
0.5989999771118164,5.045637130737305,4.613973140716553,4.462521553039551,4.419116497039795,4.889690399169922,5.0392243916597215,0.6517436466217041,1.9499451479911805,3.0554282031059263,3.9359502158164976,0.8010244331359864,0.6533227791786195
0.5889999866485596,5.076457500457764,4.616368293762207,4.46307897567749,4.41881799697876,4.890466690063477,5.062310358470306,0.6646374154090882,2.097717671394348,3.043720154762268,3.9376830148696897,0.794583945274353,0.6659789373874665
0.5830000042915344,5.093258380889893,4.636889934539795,4.4736504554748535,4.413209915161133,4.93851900100708,5.090895296467468,0.5554495942592621,1.6799101126194,2.838217784166336,3.926289130449295,0.6805353057384491,0.5578744437694549
0.5960000157356262,5.051525592803955,4.615401744842529,4.465698719024658,4.420229434967041,4.897631645202637,5.047877283280715,0.6313900427818299,2.046871192932129,3.0237376766204833,3.9346568660736083,0.767349012374878,0.6325350184440613
0.5989999771118164,5.072912216186523,4.618474006652832,4.46342134475708,4.420144557952881,4.893979549407959,5.072911927683279,0.641771341085434,1.954202080488205,3.053857112646103,3.936404252767563,0.7750016100406647,0.6417713010311127
0.5950000286102295,5.0619025230407715,4.617858409881592,4.463594436645508,4.419116497039795,4.896661281585693,5.061902538597584,0.6183182899951934,1.8075362746715546,2.9684558217525483,3.9380843942165376,0.7514231507778167,0.6188520624637603
