acc,top_1,top_2,top_3,top_4,cover_80,top-p,time_top_1,time_top_2,time_top_3,time_top_4,time_cover_80,time_top-p
0.2930000126361847,2.1713883876800537,1.6150076389312744,1.4681884050369263,1.3521289825439453,1.9421099424362183,1.6149870932333843,1.415566545009613,2.899833064556122,4.440874438762664,6.096050601482391,1.7576066069602967,2.9019592049121856
0.29100000858306885,2.075155019760132,1.5840649604797363,1.4362832307815552,1.3351150751113892,1.9109336137771606,1.607795298588162,1.3997026393413543,2.8099480578899385,4.352917761564255,6.037609667539597,1.729249329328537,2.6647203145027163
0.3089999854564667,1.9926260709762573,1.554922103881836,1.4062445163726807,1.3318865299224854,1.8792413473129272,1.7584470861579375,1.409578646183014,2.7525015721321107,4.295372808933258,5.956884706974029,1.732887710094452,2.0532986800670625
0.35100001096725464,1.9042047262191772,1.5141570568084717,1.3858721256256104,1.3281176090240479,1.8052542209625244,1.67119778355976,1.4663058426380158,2.8339753057956694,4.4244954493045805,5.990895977258682,1.7459316160678864,2.1464325907230375
0.33899998664855957,1.9269641637802124,1.5139422416687012,1.3848934173583984,1.3186626434326172,1.7993584871292114,1.699363903302841,1.410029839515686,2.7300829401016236,4.274975251197815,5.8896169176101685,1.765623878479004,2.079628579378128
0.36000001430511475,1.8882830142974854,1.5133980512619019,1.3856648206710815,1.328324794769287,1.772962212562561,1.6910343585902257,1.4426633882522584,2.786337332725525,4.372120337486267,5.961773829460144,1.7914189863204957,2.15748344039917
0.3479999899864197,1.9014793634414673,1.5129477977752686,1.390031337738037,1.3315136432647705,1.7679771184921265,1.6340546726030074,1.4074734528064727,2.732202180147171,4.282778628587723,5.866423018693924,1.7659554560184478,2.1510526113510133
0.33799999952316284,1.9009246826171875,1.5441831350326538,1.4013458490371704,1.3393704891204834,1.7834458351135254,1.684332602198172,1.393370765209198,2.7875809845924375,4.362277763843537,5.962042587757111,1.7307924208641052,2.0492210710048675
0.367000013589859,1.8640443086624146,1.4982243776321411,1.3816521167755127,1.3162927627563477,1.7468258142471313,1.6650273908286022,1.4579548840522767,2.7240291838645936,4.310603499889374,5.875512958049774,1.7983924155235291,2.09021474647522
0.36800000071525574,1.8524724245071411,1.5197584629058838,1.4045886993408203,1.3389167785644531,1.7282774448394775,1.6554213858527547,1.4375453476905822,2.7976247553825377,4.430965352535248,6.004872727870941,1.7775902037620543,2.1802648084163665
0.37299999594688416,1.8615167140960693,1.4977933168411255,1.3595222234725952,1.3097915649414062,1.7427740097045898,1.6676497667134773,1.4819938127994536,2.831462759256363,4.445214885950088,6.048633236169815,1.8322929327487945,2.130114266633987
0.3569999933242798,1.8564096689224243,1.5205273628234863,1.3881516456604004,1.3267592191696167,1.7542182207107544,1.6458559365990824,1.4218022174835205,2.7703055686950684,4.379304344177246,5.9272412605285645,1.779239112854004,2.13955348277092
